LogID,LineID,LogTime,LoggedValue,CmdType,Description,UnitType
4,LKuhne,05/10/2021 09:07:14,151.8,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:07:54,169.2,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:09:04,195.2,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:10:54,229.3,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:14:13,131.1,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:16:33,75.2,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:17:13,130.3,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:17:53,2.2,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:24:02,100.9,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:24:42,156.3,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:26:32,195.1,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:27:12,203.4,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:29:01,231.6,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 09:29:41,250.7,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 13:52:00,118.1,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 13:55:10,2.1,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 16:40:00,168.3,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 16:41:20,189.4,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 16:42:00,215.8,4,תפוקת קו,Kg/h
4,LKuhne,05/10/2021 16:51:10,271.4,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:30:15,178.3,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:33:24,62.3,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:33:54,2.1,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:40:34,62.1,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:41:13,2.1,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:54:52,61.3,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:55:31,190.1,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 14:56:51,237.4,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 15:01:50,271.8,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 15:32:08,263.1,4,תפוקת קו,Kg/h
4,LKuhne,08/10/2021 15:33:27,271.7,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 10:01:27,272.4,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 15:05:51,126.7,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 15:06:30,75.2,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 15:07:01,2.1,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 15:09:00,62.3,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 15:09:40,2.2,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 16:38:07,79.1,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 16:38:37,109.3,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 16:39:17,160.8,4,תפוקת קו,Kg/h
4,LKuhne,12/10/2021 16:39:56,272.5,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 15:32:21,105.4,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 15:32:51,2.1,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:35:45,62.3,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:36:55,2.2,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:41:25,122.1,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:42:34,152.1,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:43:14,173.6,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:45:44,182.2,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 17:46:24,250.8,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 18:06:11,242.1,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 18:08:01,229.3,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 20:49:55,212,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 23:01:41,203.7,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 23:13:00,182.1,4,תפוקת קו,Kg/h
4,LKuhne,14/10/2021 23:41:55,203.5,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 02:21:00,2.1,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 07:28:12,71.1,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 07:28:42,2.1,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 07:51:09,8.4,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 07:51:49,143.6,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 07:52:19,182.1,4,תפוקת קו,Kg/h
4,LKuhne,15/10/2021 07:57:29,229.5,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 00:25:16,263.6,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 00:25:56,272.3,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 11:37:26,250.7,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 19:25:22,242.4,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 19:37:11,229.5,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 20:31:44,220.8,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:08:10,190.8,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:11:59,182.2,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:19:37,176.4,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:20:07,2.1,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:44:34,61.5,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:45:54,2.2,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:52:43,117.5,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:54:03,124.7,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:54:43,207.7,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 21:56:42,220.6,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 22:12:40,212.2,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 22:13:20,203.5,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 22:13:50,195.1,4,תפוקת קו,Kg/h
4,LKuhne,16/10/2021 22:14:30,182.1,4,תפוקת קו,Kg/h
4,LKuhne,17/10/2021 02:58:15,198.4,4,תפוקת קו,Kg/h
4,LKuhne,17/10/2021 03:00:05,203.7,4,תפוקת קו,Kg/h
4,LKuhne,17/10/2021 08:43:59,229.3,4,תפוקת קו,Kg/h
4,LKuhne,17/10/2021 12:59:19,272.3,4,תפוקת קו,Kg/h
4,LKuhne,17/10/2021 13:13:08,293.8,4,תפוקת קו,Kg/h
4,LKuhne,17/10/2021 23:48:31,272.4,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 05:33:10,62.3,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 05:33:50,2.2,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 05:56:40,134.8,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 05:57:20,155.4,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 05:57:50,203.5,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 05:58:20,229.3,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 06:13:50,250.7,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 06:28:50,272.3,4,תפוקת קו,Kg/h
4,LKuhne,18/10/2021 06:34:31,293.7,4,תפוקת קו,Kg/h
4,LKuhne,19/10/2021 01:08:40,272.4,4,תפוקת קו,Kg/h
4,LKuhne,19/10/2021 01:14:30,290.7,4,תפוקת קו,Kg/h
4,LKuhne,19/10/2021 01:18:09,272.4,4,תפוקת קו,Kg/h
4,LKuhne,19/10/2021 01:42:29,306.2,4,תפוקת קו,Kg/h
4,LKuhne,19/10/2021 01:42:59,293.2,4,תפוקת קו,Kg/h
4,LKuhne,19/10/2021 01:48:59,272.3,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 05:20:07,259.3,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 05:20:47,229.3,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 19:00:01,117.5,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 19:02:31,2.2,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 20:21:31,109.4,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 20:24:00,2.2,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 20:27:19,108.7,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 20:27:49,173,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 20:29:39,198.9,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 20:32:39,229.1,4,תפוקת קו,Kg/h
4,LKuhne,20/10/2021 23:37:03,246.2,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 00:10:35,271.9,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 01:43:26,293.3,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 11:55:41,2.2,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 19:15:56,121.9,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 19:16:36,144,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 19:17:16,118.1,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 19:36:03,160.7,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 19:37:53,190.8,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 19:39:12,229.2,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 20:25:26,0,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 20:43:14,436.1,4,תפוקת קו,Kg/h
4,LKuhne,21/10/2021 20:43:54,2.1,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 00:04:04,62.1,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 00:20:11,119.7,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 00:20:51,156.3,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 00:21:31,236.3,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 00:22:02,229.2,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 00:33:59,250.5,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 01:37:14,259.5,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 01:37:54,272.2,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 02:57:55,1.8,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 03:08:35,61.9,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 03:09:05,113.3,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 03:09:35,186.6,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 03:10:15,272.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 06:29:45,293.8,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 07:40:40,272.3,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 14:17:16,2.1,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:37:46,70.9,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:38:26,122,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:43:35,2.2,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:49:14,91.9,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:49:44,113.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:50:24,126.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:51:03,151.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:52:53,173.6,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 17:54:13,199.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 18:01:12,229.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 18:04:42,242.4,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 18:08:31,259.6,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 18:10:31,272.3,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 19:03:15,263.6,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 19:13:54,272.3,4,תפוקת קו,Kg/h
4,LKuhne,22/10/2021 19:22:22,263.7,4,תפוקת קו,Kg/h
4,LKuhne,23/10/2021 07:28:31,271.9,4,תפוקת קו,Kg/h
4,LKuhne,23/10/2021 20:35:10,280.8,4,תפוקת קו,Kg/h
4,LKuhne,24/10/2021 12:04:25,186.3,4,תפוקת קו,Kg/h
4,LKuhne,24/10/2021 12:07:25,2.2,4,תפוקת קו,Kg/h
4,LKuhne,24/10/2021 12:39:13,61.8,4,תפוקת קו,Kg/h
4,LKuhne,24/10/2021 12:39:53,181.9,4,תפוקת קו,Kg/h
4,LKuhne,24/10/2021 12:40:33,229.1,4,תפוקת קו,Kg/h
4,LKuhne,24/10/2021 12:41:13,271.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 06:57:19,230.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 06:57:59,236.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 11:31:47,230.2,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 11:32:27,236.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:04:10,228.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:04:40,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:08:39,229.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:09:19,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:31:16,230.2,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:31:56,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:55:25,230.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 12:55:55,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:03:34,231,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:07:23,236.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:11:52,229.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:12:23,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:15:02,229.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:16:12,237.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:18:02,229.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:18:41,236.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:29:13,227.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:29:52,237.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:33:03,232,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:51:01,237.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:52:41,230.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:54:02,237.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:57:20,227.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 13:58:00,234.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:03:49,228.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:04:59,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:06:09,229.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:07:19,236.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:10:29,229.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:11:09,236.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:12:59,231.2,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:13:39,226.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:15:29,235.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:16:39,229.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:17:58,237.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:21:38,231.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:33:07,226.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:33:47,236.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:34:27,228.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:36:27,235.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:38:17,226.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:40:16,234.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:40:47,229.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:45:06,234.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:45:46,225.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:47:06,231.2,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:50:45,225.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:58:05,232.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 14:58:45,225.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:06:48,232,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:18:27,225.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:22:17,234.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:22:57,225.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:26:16,232.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:27:26,226.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:29:17,235.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:30:26,227.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:31:06,236.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:32:17,225.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:33:36,235.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:34:16,225.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:34:56,230.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:38:36,236.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:39:16,226.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:39:56,232,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:46:36,237.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:48:47,226.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:49:56,235.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:54:57,226.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:55:36,235.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:58:06,230.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 18:59:16,236.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:02:17,228.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:03:37,236.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:10:27,229.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:11:07,236.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:22:25,231.6,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:25:35,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:35:43,231.8,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:37:33,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:39:13,228.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:39:53,236.3,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:41:42,229.5,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:43:32,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:48:33,231.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:49:53,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:52:23,229.7,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 19:53:42,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 20:07:51,231.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 20:08:21,237.1,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 20:14:41,231.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 20:16:01,236.9,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 20:20:20,230.4,4,תפוקת קו,Kg/h
5,LYellow,01/10/2021 20:21:00,236.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 00:35:12,231.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 00:35:52,237.1,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 02:29:29,231,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 02:30:08,236.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 02:33:19,230.8,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 02:34:38,236.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 09:22:07,231.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 09:22:46,237.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:00:52,231.6,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:04:01,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:07:41,229.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:08:20,237.1,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:34:39,231.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:36:29,236.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:51:37,230.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:52:17,236.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:53:37,231,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 10:54:07,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:06:45,231.6,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:07:25,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:07:55,231,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:09:06,236.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:16:06,229.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:17:06,236.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:25:57,229.1,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:29:46,236.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:33:25,230.8,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:34:05,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:35:16,228.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:35:55,234.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:43:24,228.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:44:04,234.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:45:14,228.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:45:54,236.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:49:04,231.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:49:34,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:54:24,231.8,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 11:58:33,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:01:52,231.8,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:10:01,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:13:01,228.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:14:21,236.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:16:10,231.2,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:16:50,236.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:17:20,228.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:18:01,234.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:21:01,226.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:21:41,236.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:22:21,231.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:25:30,236.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:26:41,227.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:27:20,234.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:35:10,227.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:36:29,236.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:38:19,228.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:38:59,234.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:46:07,227.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:49:47,232.6,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:50:27,225.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 12:51:07,233.8,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:05:36,225.6,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:09:26,236.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:10:46,226.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:11:56,233.6,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:14:26,225.8,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:15:06,231.2,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:22:36,237.1,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:23:16,229.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:25:16,236.3,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:25:46,229.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:44:25,224.6,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 13:45:35,229.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 14:31:31,224.4,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 14:32:11,229.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 17:23:16,237.1,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 17:23:55,227.7,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 17:27:05,234.9,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 17:27:35,227.5,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 17:34:44,236.1,4,תפוקת קו,Kg/h
5,LYellow,02/10/2021 17:35:24,229.5,4,תפוקת קו,Kg/h
